date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:08	7703/7703	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/051/3.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/051/3.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:06:51	7636/7636	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/071/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/071/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:07:32	926/926	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/071/3.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/071/3.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:07:55	7688/7688	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/072/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/072/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:09:18	7808/7808	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/072/5.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/072/5.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:10:43	7554/7554	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/073/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/073/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:11:26	5217/5217	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/073/3.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/073/3.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:11:43	7715/7715	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:40%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/081/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/081/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:11:58	7698/7698	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/081/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/081/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:12:43	7640/7640	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/081/4.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/081/4.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:12:58	7741/7741	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/081/5.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/081/5.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:13:50	7563/7563	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/101/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/101/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:14:46	6176/6176	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/101/4.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/101/4.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:15:12	7523/7523	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/102/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/102/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:16:06	7821/7821	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/131/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/131/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:17:17	7866/7866	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/132/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/132/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:18:42	7853/7853	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/132/6.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/132/6.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:20:40	7799/7799	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/144/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/144/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:21:03	7899/7899	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/144/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/144/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:22:07	7666/7666	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/162/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/162/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:23:34	7643/7643	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/162/5.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/162/5.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:24:14	7858/7858	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/162/7.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/162/7.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:25:08	7629/7629	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/163/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/163/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:25:31	7460/7460	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/163/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/163/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:25:49	7617/7617	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/163/3.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/163/3.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:26:54	7796/7796	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/165/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/165/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:27:34	7844/7844	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/165/4.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/165/4.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:28:22	7805/7805	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/165/6.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/165/6.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:29:25	7783/7783	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/165/9.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/165/9.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:29:44	1138/1138	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/165/10.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/165/10.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:29:57	7583/7583	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/166/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/166/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:30:34	7607/7607	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/166/3.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/166/3.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:31:30	8701/8701	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:31:52	8694/8694	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/3.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/3.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:32:06	8681/8681	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/4.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/4.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:32:25	8738/8738	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/5.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/5.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:32:49	8648/8648	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/6.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/6.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:33:42	8608/8608	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/8.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/8.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:33:57	8599/8599	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/9.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/9.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:34:18	8704/8704	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/10.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/10.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:34:46	8676/8676	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/11.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/11.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:36:00	8676/8676	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/14.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/14.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:36:33	8684/8684	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/16.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/16.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:36:47	8651/8651	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/17.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/17.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:37:46	8569/8569	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/20.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/20.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:38:04	8640/8640	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/21.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/21.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:38:50	8709/8709	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/23.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/23.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:40:05	8623/8623	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/26.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/26.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:40:24	3629/3629	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/167/27.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/167/27.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:40:47	9297/9297	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:41:10	9244/9244	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/2.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/2.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:41:49	9320/9320	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/4.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/4.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:42:11	9304/9304	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/5.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/5.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:42:31	9225/9225	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/6.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/6.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:43:44	9330/9330	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/9.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/9.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:44:24	9474/9474	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/11.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/11.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:45:04	9266/9266	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/13.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/13.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:45:19	9247/9247	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/14.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/14.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:46:35	9218/9218	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/18.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/18.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:47:12	9281/9281	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/20.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/20.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:47:25	9253/9253	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/21.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/21.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:47:54	9220/9220	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/22.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/22.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:48:58	9229/9229	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/25.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/25.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:49:36	9206/9206	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/27.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/27.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:50:20	9202/9202	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/29.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/29.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:51:44	9178/9178	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/33.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/33.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:51:58	9237/9237	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/34.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/34.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:52:17	9294/9294	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/171/35.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/171/35.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:55:13	8425/8425	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/181/1.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/181/1.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:56:21	8383/8383	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/181/4.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/181/4.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
11:56:52	8436/8436	---M-Z	200	added ('OK')	text/html	date:Sun,%2009%20Mar%202014%2000:41:42%20GMT	http://www.admision.unmsm.edu.pe/admisionsabado/A/181/5.html	D:/My%20Web%20Sites/Resultados%20UNMSM%202014-2%20Sabado/www.admision.unmsm.edu.pe/admisionsabado/A/181/5.html	(from http://www.admision.unmsm.edu.pe/admisionsabado/A.html)
